title,start,end,lecture,enrollment,enroll_total,enroll_capacity,mult_list_flag,multi_header,multi_list_classes,meet_bdg,meet_rm,Subj_Area,Days_in_week,strt_time,stop_time,fac_capacity,start_date
LAW     560     ,2014-11-12T17:30:00,2014-11-12T19:30:00,SEM 1,Enr: 16 of 18,16,18,n,,[],LAW     ,  02448  ,LAW    ,W      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     565     ,2014-11-10T17:30:00,2014-11-10T19:30:00,SEM 1,Enr: 13 of 16,13,16,n,,[],LAW     ,  02448  ,LAW    ,M      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     629     ,2014-11-13T17:30:00,2014-11-13T19:30:00,SEM 1,Enr: 15 of 20,15,20,n,,[],LAW     ,  02448  ,LAW    ,R      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     644     ,2014-11-11T17:30:00,2014-11-11T19:30:00,SEM 1,Enr: 19 of 20,19,20,n,,[],LAW     ,  02448  ,LAW    ,T      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     391     ,2014-11-12T08:00:00,2014-11-12T10:00:00,LEC 1,Enr: 17 of 16,17,16,n,,[],LAW     ,  02467  ,LAW    ,W      ,08:00:00,10:00:00,40,9/26/1991 12:00:00 AM
LAW     468     ,2014-11-11T09:00:00,2014-11-11T10:25:00,LEC 1,Enr: 16 of 40,16,40,n,,[],LAW     ,  02467  ,LAW    ,TR     ,09:00:00,10:25:00,40,9/26/1991 12:00:00 AM
LAW     468     ,2014-11-13T09:00:00,2014-11-13T10:25:00,LEC 1,Enr: 16 of 40,16,40,n,,[],LAW     ,  02467  ,LAW    ,TR     ,09:00:00,10:25:00,40,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-11T10:35:00,2014-11-11T12:00:00,DIS 1H,Enr: 25 of 30,25,30,n,,[],LAW     ,  02467  ,LAW    ,TR     ,10:35:00,12:00:00,40,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-13T10:35:00,2014-11-13T12:00:00,DIS 1H,Enr: 25 of 30,25,30,n,,[],LAW     ,  02467  ,LAW    ,TR     ,10:35:00,12:00:00,40,9/26/1991 12:00:00 AM
LAW     325     ,2014-11-10T10:45:00,2014-11-10T12:00:00,LEC 1,Enr: 28 of 40,28,40,n,,[],LAW     ,  02467  ,LAW    ,MWF    ,10:45:00,12:00:00,40,9/26/1991 12:00:00 AM
LAW     325     ,2014-11-12T10:45:00,2014-11-12T12:00:00,LEC 1,Enr: 28 of 40,28,40,n,,[],LAW     ,  02467  ,LAW    ,MWF    ,10:45:00,12:00:00,40,9/26/1991 12:00:00 AM
LAW     325     ,2014-11-14T10:45:00,2014-11-14T12:00:00,LEC 1,Enr: 28 of 40,28,40,n,,[],LAW     ,  02467  ,LAW    ,MWF    ,10:45:00,12:00:00,40,9/26/1991 12:00:00 AM
LAW     635     ,2014-11-11T13:10:00,2014-11-11T15:10:00,SEM 1,Enr: 14 of 10,14,10,n,,[],LAW     ,  02467  ,LAW    ,T      ,13:10:00,15:10:00,40,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-12T13:45:00,2014-11-12T15:10:00,DIS 1N,Enr: 25 of 30,25,30,n,,[],LAW     ,  02467  ,LAW    ,WF     ,13:45:00,15:10:00,40,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-14T13:45:00,2014-11-14T15:10:00,DIS 1N,Enr: 25 of 30,25,30,n,,[],LAW     ,  02467  ,LAW    ,WF     ,13:45:00,15:10:00,40,9/26/1991 12:00:00 AM
LAW     212     ,2014-11-11T15:20:00,2014-11-11T17:20:00,LEC 1,Enr: 25 of 80,25,80,n,,[],LAW     ,  02467  ,LAW    ,TR     ,15:20:00,17:20:00,40,9/26/1991 12:00:00 AM
LAW     212     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 25 of 80,25,80,n,,[],LAW     ,  02467  ,LAW    ,TR     ,15:20:00,17:20:00,40,9/26/1991 12:00:00 AM
LAW     389     ,2014-11-10T15:20:00,2014-11-10T17:20:00,LEC 1,Enr: 26 of 40,26,40,n,,[],LAW     ,  02467  ,LAW    ,MW     ,15:20:00,17:20:00,40,9/26/1991 12:00:00 AM
LAW     389     ,2014-11-12T15:20:00,2014-11-12T17:20:00,LEC 1,Enr: 26 of 40,26,40,n,,[],LAW     ,  02467  ,LAW    ,MW     ,15:20:00,17:20:00,40,9/26/1991 12:00:00 AM
LAW     525     ,2014-11-11T17:30:00,2014-11-11T19:30:00,SEM 1,Enr: 8 of 20,8,20,n,,[],LAW     ,  02467  ,LAW    ,T      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     693     ,2014-11-10T17:30:00,2014-11-10T19:30:00,SEM 1,Enr: 20 of 20,20,20,n,,[],LAW     ,  02467  ,LAW    ,M      ,17:30:00,19:30:00,40,9/26/1991 12:00:00 AM
LAW     792     ,2014-11-12T09:00:00,2014-11-12T11:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02473  ,LAW    ,WF     ,09:00:00,11:00:00,15,9/26/1991 12:00:00 AM
LAW     792     ,2014-11-14T09:00:00,2014-11-14T11:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02473  ,LAW    ,WF     ,09:00:00,11:00:00,15,9/26/1991 12:00:00 AM
LAW     725     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 6 of 6,6,6,n,,[],LAW     ,  02473  ,LAW    ,R      ,15:20:00,17:20:00,15,9/26/1991 12:00:00 AM
LAW     524     ,2014-11-10T17:30:00,2014-11-10T19:30:00,SEM 1,Enr: 5 of 20,5,20,n,,[],LAW     ,  02473  ,LAW    ,M      ,17:30:00,19:30:00,15,9/26/1991 12:00:00 AM
LAW     760B    ,2014-11-13T17:30:00,2014-11-13T19:30:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02473  ,LAW    ,R      ,17:30:00,19:30:00,15,9/26/1991 12:00:00 AM
LAW     805     ,2014-11-12T18:00:00,2014-11-12T20:00:00,SEM 1,Enr: 10 of 20,10,20,n,,[],LAW     ,  02473  ,LAW    ,W      ,18:00:00,20:00:00,15,9/26/1991 12:00:00 AM
LAW     814     ,2014-11-11T18:00:00,2014-11-11T20:00:00,SEM 1,Enr: 7 of 5,7,5,n,,[],LAW     ,  02473  ,LAW    ,T      ,18:00:00,20:00:00,15,9/26/1991 12:00:00 AM
LAW     763     ,2014-11-13T09:00:00,2014-11-13T12:00:00,LEC 2,Enr: 16 of 16,16,16,n,,[],LAW     ,  02477  ,LAW    ,R      ,09:00:00,12:00:00,19,9/26/1991 12:00:00 AM
LAW     702     ,2014-11-12T10:35:00,2014-11-12T12:00:00,LEC 1,Enr: 14 of 14,14,14,n,,[],LAW     ,  02477  ,LAW    ,WF     ,10:35:00,12:00:00,19,9/26/1991 12:00:00 AM
LAW     702     ,2014-11-14T10:35:00,2014-11-14T12:00:00,LEC 1,Enr: 14 of 14,14,14,n,,[],LAW     ,  02477  ,LAW    ,WF     ,10:35:00,12:00:00,19,9/26/1991 12:00:00 AM
LAW     719     ,2014-11-11T13:10:00,2014-11-11T15:10:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  02477  ,LAW    ,TR     ,13:10:00,15:10:00,19,9/26/1991 12:00:00 AM
LAW     719     ,2014-11-13T13:10:00,2014-11-13T15:10:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  02477  ,LAW    ,TR     ,13:10:00,15:10:00,19,9/26/1991 12:00:00 AM
LAW     757     ,2014-11-10T13:45:00,2014-11-10T15:10:00,LEC 1,Enr: 15 of 16,15,16,n,,[],LAW     ,  02477  ,LAW    ,MW     ,13:45:00,15:10:00,19,9/26/1991 12:00:00 AM
LAW     757     ,2014-11-12T13:45:00,2014-11-12T15:10:00,LEC 1,Enr: 15 of 16,15,16,n,,[],LAW     ,  02477  ,LAW    ,MW     ,13:45:00,15:10:00,19,9/26/1991 12:00:00 AM
LAW     438     ,2014-11-11T15:20:00,2014-11-11T17:20:00,LEC 1,Enr: 11 of 35,11,35,n,,[],LAW     ,  02477  ,LAW    ,TR     ,15:20:00,17:20:00,19,9/26/1991 12:00:00 AM
LAW     438     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 11 of 35,11,35,n,,[],LAW     ,  02477  ,LAW    ,TR     ,15:20:00,17:20:00,19,9/26/1991 12:00:00 AM
LAW     707     ,2014-11-13T17:30:00,2014-11-13T20:30:00,LEC 1,Enr: 16 of 20,16,20,n,,[],LAW     ,  02477  ,LAW    ,R      ,17:30:00,20:30:00,19,9/26/1991 12:00:00 AM
LAW     807     ,2014-11-11T17:30:00,2014-11-11T19:30:00,SEM 1,Enr: 9 of 20,9,20,n,,[],LAW     ,  02477  ,LAW    ,T      ,17:30:00,19:30:00,19,9/26/1991 12:00:00 AM
LAW     773     ,2014-11-12T10:00:00,2014-11-12T12:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02483  ,LAW    ,WF     ,10:00:00,12:00:00,16,9/26/1991 12:00:00 AM
LAW     773     ,2014-11-14T10:00:00,2014-11-14T12:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02483  ,LAW    ,WF     ,10:00:00,12:00:00,16,9/26/1991 12:00:00 AM
LAW     199     ,2014-11-10T10:35:00,2014-11-10T12:00:00,LEC 1,Enr: 10 of 30,10,30,n,,[],LAW     ,  02483  ,LAW    ,M      ,10:35:00,12:00:00,16,9/26/1991 12:00:00 AM
LAW     727     ,2014-11-10T15:20:00,2014-11-10T17:20:00,LEC 1,Enr: 11 of 11,11,11,n,,[],LAW     ,  02483  ,LAW    ,M      ,15:20:00,17:20:00,16,9/26/1991 12:00:00 AM
LAW     480     ,2014-11-11T17:30:00,2014-11-11T19:30:00,LEC 1,Enr: 9 of 1,9,1,n,,[],LAW     ,  02483  ,LAW    ,T      ,17:30:00,19:30:00,16,9/26/1991 12:00:00 AM
LAW     834     ,2014-11-10T17:30:00,2014-11-10T19:30:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  02483  ,LAW    ,M      ,17:30:00,19:30:00,16,9/26/1991 12:00:00 AM
LAW     728     ,2014-11-12T10:00:00,2014-11-12T12:00:00,LEC 1,Enr: 10 of 10,10,10,n,,[],LAW     ,  03211A ,LAW    ,W      ,10:00:00,12:00:00,16,8/21/2006 12:00:00 AM
LAW     731     ,2014-11-11T15:20:00,2014-11-11T17:20:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03211A ,LAW    ,TR     ,15:20:00,17:20:00,16,8/21/2006 12:00:00 AM
LAW     731     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03211A ,LAW    ,TR     ,15:20:00,17:20:00,16,8/21/2006 12:00:00 AM
LAW     809     ,2014-11-13T18:00:00,2014-11-13T20:00:00,SEM 1,Enr: 13 of 20,13,20,n,,[],LAW     ,  03211A ,LAW    ,R      ,18:00:00,20:00:00,16,8/21/2006 12:00:00 AM
LAW     717     ,2014-11-12T09:00:00,2014-11-12T12:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03393  ,LAW    ,W      ,09:00:00,12:00:00,16,9/26/1991 12:00:00 AM
LAW     119     ,2014-11-14T15:00:00,2014-11-14T17:00:00,SEM 2,Enr: 10 of 15,10,15,n,,[],LAW     ,  03393  ,LAW    ,F      ,15:00:00,17:00:00,16,9/26/1991 12:00:00 AM
LAW     775     ,2014-11-11T15:20:00,2014-11-11T17:20:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03393  ,LAW    ,TR     ,15:20:00,17:20:00,16,9/26/1991 12:00:00 AM
LAW     775     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03393  ,LAW    ,TR     ,15:20:00,17:20:00,16,9/26/1991 12:00:00 AM
LAW     576     ,2014-11-10T17:30:00,2014-11-10T19:30:00,SEM 1,Enr: 8 of 20,8,20,n,,[],LAW     ,  03393  ,LAW    ,M      ,17:30:00,19:30:00,16,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-13T09:00:00,2014-11-13T10:25:00,DIS 1L,Enr: 19 of 30,19,30,n,,[],LAW     ,  03467  ,LAW    ,R      ,09:00:00,10:25:00,35,9/26/1991 12:00:00 AM
LAW     763     ,2014-11-12T09:00:00,2014-11-12T12:00:00,LEC 1,Enr: 18 of 16,18,16,n,,[],LAW     ,  03467  ,LAW    ,W      ,09:00:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     503     ,2014-11-14T10:00:00,2014-11-14T12:00:00,SEM 1,Enr: 16 of 10,16,10,n,,[],LAW     ,  03467  ,LAW    ,F      ,10:00:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-10T10:35:00,2014-11-10T12:00:00,DIS 1C,Enr: 23 of 30,23,30,n,,[],LAW     ,  03467  ,LAW    ,M      ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-11T10:35:00,2014-11-11T12:00:00,DIS 1F,Enr: 25 of 30,25,30,n,,[],LAW     ,  03467  ,LAW    ,T      ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     244     ,2014-11-13T10:35:00,2014-11-13T12:35:00,LEC 1,Enr: 35 of 35,35,35,n,,[],LAW     ,  03467  ,LAW    ,R      ,10:35:00,12:35:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-14T13:45:00,2014-11-14T15:10:00,DIS 1F,Enr: 25 of 30,25,30,n,,[],LAW     ,  03467  ,LAW    ,F      ,13:45:00,15:10:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-10T13:45:00,2014-11-10T15:10:00,DIS 1L,Enr: 19 of 30,19,30,n,,[],LAW     ,  03467  ,LAW    ,M      ,13:45:00,15:10:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-13T15:20:00,2014-11-13T16:45:00,DIS 1C,Enr: 23 of 30,23,30,n,,[],LAW     ,  03467  ,LAW    ,R      ,15:20:00,16:45:00,35,9/26/1991 12:00:00 AM
LAW     610     ,2014-11-11T17:30:00,2014-11-11T19:30:00,SEM 1,Enr: 8 of 20,8,20,n,,[],LAW     ,  03467  ,LAW    ,T      ,17:30:00,19:30:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-12T08:25:00,2014-11-12T09:50:00,DIS 1B,Enr: 24 of 30,24,30,n,,[],LAW     ,  03473  ,LAW    ,W      ,08:25:00,09:50:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-13T09:00:00,2014-11-13T10:25:00,DIS 1J,Enr: 25 of 30,25,30,n,,[],LAW     ,  03473  ,LAW    ,R      ,09:00:00,10:25:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-10T10:35:00,2014-11-10T12:00:00,DIS 1B,Enr: 24 of 30,24,30,n,,[],LAW     ,  03473  ,LAW    ,M      ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-11T10:35:00,2014-11-11T12:00:00,DIS 1I,Enr: 25 of 30,25,30,n,,[],LAW     ,  03473  ,LAW    ,TR     ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-13T10:35:00,2014-11-13T12:00:00,DIS 1I,Enr: 25 of 30,25,30,n,,[],LAW     ,  03473  ,LAW    ,TR     ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     759     ,2014-11-12T10:35:00,2014-11-12T12:00:00,LEC 1,Enr: 16 of 16,16,16,n,,[],LAW     ,  03473  ,LAW    ,WF     ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
LAW     759     ,2014-11-14T10:35:00,2014-11-14T12:00:00,LEC 1,Enr: 16 of 16,16,16,n,,[],LAW     ,  03473  ,LAW    ,WF     ,10:35:00,12:00:00,35,9/26/1991 12:00:00 AM
UG-LAW  19      ,2014-11-11T13:00:00,2014-11-11T15:00:00,SEM 1,Enr: 20 of 20,20,20,n,,[],LAW     ,  03473  ,UG-LAW ,T      ,13:00:00,15:00:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-14T13:45:00,2014-11-14T15:10:00,DIS 1D,Enr: 25 of 30,25,30,n,,[],LAW     ,  03473  ,LAW    ,F      ,13:45:00,15:10:00,35,9/26/1991 12:00:00 AM
LAW     108B    ,2014-11-12T15:20:00,2014-11-12T16:45:00,DIS 1D,Enr: 25 of 30,25,30,n,,[],LAW     ,  03473  ,LAW    ,W      ,15:20:00,16:45:00,35,9/26/1991 12:00:00 AM
LAW     768     ,2014-11-11T15:20:00,2014-11-11T17:20:00,LEC 1,Enr: 20 of 20,20,20,n,,[],LAW     ,  03473  ,LAW    ,TR     ,15:20:00,17:20:00,35,9/26/1991 12:00:00 AM
LAW     768     ,2014-11-13T15:20:00,2014-11-13T17:20:00,LEC 1,Enr: 20 of 20,20,20,n,,[],LAW     ,  03473  ,LAW    ,TR     ,15:20:00,17:20:00,35,9/26/1991 12:00:00 AM
LAW     526     ,2014-11-10T17:30:00,2014-11-10T19:30:00,SEM 1,Enr: 13 of 19,13,19,n,,[],LAW     ,  03473  ,LAW    ,M      ,17:30:00,19:30:00,35,9/26/1991 12:00:00 AM
LAW     582     ,2014-11-11T17:30:00,2014-11-11T19:00:00,SEM 1,Enr: 19 of 20,19,20,n,,[],LAW     ,  03473  ,LAW    ,TR     ,17:30:00,19:00:00,35,9/26/1991 12:00:00 AM
LAW     582     ,2014-11-13T17:30:00,2014-11-13T19:00:00,SEM 1,Enr: 19 of 20,19,20,n,,[],LAW     ,  03473  ,LAW    ,TR     ,17:30:00,19:00:00,35,9/26/1991 12:00:00 AM
LAW     593     ,2014-11-12T17:30:00,2014-11-12T19:30:00,SEM 1,Enr: 17 of 18,17,18,n,,[],LAW     ,  03473  ,LAW    ,W      ,17:30:00,19:30:00,35,9/26/1991 12:00:00 AM
LAW     705     ,2014-11-10T15:20:00,2014-11-10T17:20:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  03483  ,LAW    ,MW     ,15:20:00,17:20:00,27,9/26/1991 12:00:00 AM
LAW     705     ,2014-11-12T15:20:00,2014-11-12T17:20:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  03483  ,LAW    ,MW     ,15:20:00,17:20:00,27,9/26/1991 12:00:00 AM
LAW     789     ,2014-11-10T17:30:00,2014-11-10T19:30:00,LEC 1,Enr: 10 of 16,10,16,n,,[],LAW     ,  03483  ,LAW    ,MW     ,17:30:00,19:30:00,27,9/26/1991 12:00:00 AM
LAW     789     ,2014-11-12T17:30:00,2014-11-12T19:30:00,LEC 1,Enr: 10 of 16,10,16,n,,[],LAW     ,  03483  ,LAW    ,MW     ,17:30:00,19:30:00,27,9/26/1991 12:00:00 AM
LAW     701     ,2014-11-12T10:00:00,2014-11-12T12:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03484  ,LAW    ,WF     ,10:00:00,12:00:00,20,9/26/1991 12:00:00 AM
LAW     701     ,2014-11-14T10:00:00,2014-11-14T12:00:00,LEC 1,Enr: 8 of 8,8,8,n,,[],LAW     ,  03484  ,LAW    ,WF     ,10:00:00,12:00:00,20,9/26/1991 12:00:00 AM
LAW     705     ,2014-11-10T15:20:00,2014-11-10T17:20:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  03484  ,LAW    ,MW     ,15:20:00,17:20:00,20,9/26/1991 12:00:00 AM
LAW     705     ,2014-11-12T15:20:00,2014-11-12T17:20:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     ,  03484  ,LAW    ,MW     ,15:20:00,17:20:00,20,9/26/1991 12:00:00 AM
LAW     850B    ,2014-11-13T17:30:00,2014-11-13T19:30:00,TUT 1,Enr: 7 of 16,7,16,n,,[],LAW     ,  03484  ,LAW    ,R      ,17:30:00,19:30:00,20,9/26/1991 12:00:00 AM
LAW     808     ,2014-11-12T18:00:00,2014-11-12T20:00:00,SEM 1,Enr: 5 of 20,5,20,n,,[],LAW     ,  03484  ,LAW    ,W      ,18:00:00,20:00:00,20,9/26/1991 12:00:00 AM
LAW     712     ,2014-11-12T17:30:00,2014-11-12T19:30:00,LEC 1,Enr: 12 of 12,12,12,n,,[],LAW     , A00122  ,LAW    ,W      ,17:30:00,19:30:00,32,8/24/1998 12:00:00 AM
EE BIOL 154     ,2014-11-13T09:30:00,2014-11-13T10:45:00,LEC 1,Enr: 22 of 21,22,21,n,,[],LKGP    ,  00100  ,EE BIOL,R      ,09:30:00,10:45:00,24,9/28/2017 12:00:00 AM
BMD RES 194H    ,2014-11-10T12:00:00,2014-11-10T14:50:00,SEM 1,Enr: 21 of 20,21,20,n,,[],LKGP    ,  00100  ,BMD RES,M      ,12:00:00,14:50:00,24,9/28/2017 12:00:00 AM
PHYSCI  187B    ,2014-11-11T14:00:00,2014-11-11T15:50:00,SEM 1,Enr: 9 of 20,9,20,n,,[],LKGP    ,  00100  ,PHYSCI ,T      ,14:00:00,15:50:00,24,9/28/2017 12:00:00 AM
EE BIOL 170     ,2014-11-10T14:00:00,2014-11-10T16:50:00,LAB 1A,Enr: 15 of 15,15,15,n,,[],LS      ,  01113  ,EE BIOL,MW     ,14:00:00,16:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 170     ,2014-11-12T14:00:00,2014-11-12T16:50:00,LAB 1A,Enr: 15 of 15,15,15,n,,[],LS      ,  01113  ,EE BIOL,MW     ,14:00:00,16:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 170     ,2014-11-11T14:00:00,2014-11-11T16:50:00,LAB 1B,Enr: 15 of 15,15,15,n,,[],LS      ,  01113  ,EE BIOL,TR     ,14:00:00,16:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 170     ,2014-11-13T14:00:00,2014-11-13T16:50:00,LAB 1B,Enr: 15 of 15,15,15,n,,[],LS      ,  01113  ,EE BIOL,TR     ,14:00:00,16:50:00,24,9/26/1991 12:00:00 AM
PHYSCI  5       ,2014-11-11T08:00:00,2014-11-11T09:50:00,DIS 1D,Enr: 30 of 60,23,30,n,,[],LS      ,  01230  ,PHYSCI ,T      ,08:00:00,09:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  111B    ,2014-11-13T08:00:00,2014-11-13T09:50:00,DIS 1A,Enr: 18 of 18,18,18,n,,[],LS      ,  01230  ,PHYSCI ,R      ,08:00:00,09:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  111B    ,2014-11-14T08:00:00,2014-11-14T09:50:00,DIS 1H,Enr: 20 of 18,20,18,n,,[],LS      ,  01230  ,PHYSCI ,F      ,08:00:00,09:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-10T10:00:00,2014-11-10T11:50:00,DIS 1A,Enr: 56 of 60,28,30,n,,[],LS      ,  01230  ,PHYSCI ,M      ,10:00:00,11:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-12T10:00:00,2014-11-12T11:50:00,DIS 1E,Enr: 58 of 60,30,30,n,,[],LS      ,  01230  ,PHYSCI ,W      ,10:00:00,11:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-11T10:00:00,2014-11-11T12:00:00,DIS 1O,Enr: 29 of 30,29,30,n,,[],LS      ,  01230  ,PHYSCI ,T      ,10:00:00,12:00:00,24,6/24/2013 12:00:00 AM
PHYSCI  111B    ,2014-11-13T10:00:00,2014-11-13T11:50:00,DIS 1B,Enr: 16 of 16,16,16,n,,[],LS      ,  01230  ,PHYSCI ,R      ,10:00:00,11:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  111B    ,2014-11-13T12:00:00,2014-11-13T13:50:00,DIS 1C,Enr: 19 of 18,19,18,n,,[],LS      ,  01230  ,PHYSCI ,R      ,12:00:00,13:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  111B    ,2014-11-14T12:00:00,2014-11-14T13:50:00,DIS 1I,Enr: 20 of 18,20,18,n,,[],LS      ,  01230  ,PHYSCI ,F      ,12:00:00,13:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-10T13:00:00,2014-11-10T14:50:00,DIS 1B,Enr: 47 of 60,29,30,n,,[],LS      ,  01230  ,PHYSCI ,M      ,13:00:00,14:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-12T13:00:00,2014-11-12T14:50:00,DIS 1F,Enr: 47 of 60,27,30,n,,[],LS      ,  01230  ,PHYSCI ,W      ,13:00:00,14:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  7       ,2014-11-13T14:00:00,2014-11-13T15:50:00,LAB 1A,Enr: 20 of 25,20,25,n,,[],LS      ,  01230  ,PHYSCI ,R      ,14:00:00,15:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-10T15:00:00,2014-11-10T16:50:00,DIS 1C,Enr: 33 of 60,24,30,n,,[],LS      ,  01230  ,PHYSCI ,M      ,15:00:00,16:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  5       ,2014-11-12T15:00:00,2014-11-12T16:50:00,DIS 1G,Enr: 41 of 60,30,30,n,,[],LS      ,  01230  ,PHYSCI ,W      ,15:00:00,16:50:00,24,6/24/2013 12:00:00 AM
PHYSCI  7       ,2014-11-13T16:00:00,2014-11-13T17:50:00,LAB 1B,Enr: 24 of 25,24,25,n,,[],LS      ,  01230  ,PHYSCI ,R      ,16:00:00,17:50:00,24,6/24/2013 12:00:00 AM
EE BIOL 123A    ,2014-11-10T08:00:00,2014-11-10T08:50:00,LEC 1,Enr: 15 of 15,15,15,n,,[],LS      ,  01315  ,EE BIOL,M      ,08:00:00,08:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 123B    ,2014-11-11T08:00:00,2014-11-11T08:50:00,LEC 1,Enr: 13 of 15,13,15,n,,[],LS      ,  01315  ,EE BIOL,T      ,08:00:00,08:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 148     ,2014-11-12T08:00:00,2014-11-12T08:50:00,LEC 1,Enr: 15 of 15,15,15,n,,[],LS      ,  01315  ,EE BIOL,W      ,08:00:00,08:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 123A    ,2014-11-10T09:00:00,2014-11-10T09:50:00,FLD 1A,Enr: 15 of 15,15,15,n,,[],LS      ,  01315  ,EE BIOL,M      ,09:00:00,09:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 123B    ,2014-11-11T09:00:00,2014-11-11T09:50:00,FLD 1A,Enr: 13 of 15,13,15,n,,[],LS      ,  01315  ,EE BIOL,T      ,09:00:00,09:50:00,24,9/26/1991 12:00:00 AM
EE BIOL 148     ,2014-11-12T09:00:00,2014-11-12T09:50:00,LAB 1A,Enr: 15 of 15,15,15,n,,[],LS      ,  01315  ,EE BIOL,W      ,09:00:00,09:50:00,24,9/26/1991 12:00:00 AM
MCD BIO 30H     ,2014-11-11T12:00:00,2014-11-11T14:50:00,LAB 1A,Enr: 26 of 24,26,24,n,,[],LS      ,  01362  ,MCD BIO,TR     ,12:00:00,14:50:00,2,9/26/1991 12:00:00 AM
MCD BIO 30H     ,2014-11-13T12:00:00,2014-11-13T14:50:00,LAB 1A,Enr: 26 of 24,26,24,n,,[],LS      ,  01362  ,MCD BIO,TR     ,12:00:00,14:50:00,2,9/26/1991 12:00:00 AM
