title,start,end,lecture,enrollment,enroll_total,enroll_capacity,mult_list_flag,multi_header,multi_list_classes,meet_bdg,meet_rm,Subj_Area,Days_in_week,strt_time,stop_time,fac_capacity,start_date
ENGR    188EW   ,2014-11-13T08:00:00,2014-11-13T09:50:00,LEC 1,Enr: 110 of 0,110,0,n,,[],BOELTER ,  03400  ,ENGR   ,TR     ,08:00:00,09:50:00,174,9/28/2020 12:00:00 AM
MECH&AE 107     ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1A,Enr: 89 of 0,89,0,n,,[],BOELTER ,  03400  ,MECH&AE,F      ,09:00:00,09:50:00,174,9/28/2020 12:00:00 AM
C&EE    103     ,2014-11-10T10:00:00,2014-11-10T11:50:00,LEC 1,Enr: 109 of 107,109,107,n,,[],BOELTER ,  03400  ,C&EE   ,MW     ,10:00:00,11:50:00,174,9/28/2020 12:00:00 AM
C&EE    103     ,2014-11-12T10:00:00,2014-11-12T11:50:00,LEC 1,Enr: 109 of 107,109,107,n,,[],BOELTER ,  03400  ,C&EE   ,MW     ,10:00:00,11:50:00,174,9/28/2020 12:00:00 AM
CH ENGR 299     ,2014-11-14T10:00:00,2014-11-14T11:50:00,SEM 1,Enr: 86 of 110,86,110,n,,[],BOELTER ,  03400  ,CH ENGR,F      ,10:00:00,11:50:00,174,9/28/2020 12:00:00 AM
COM SCI 131     ,2014-11-11T10:00:00,2014-11-11T11:50:00,LEC 1,Enr: 131 of 174,131,174,n,,[],BOELTER ,  03400  ,COM SCI,TR     ,10:00:00,11:50:00,174,9/28/2020 12:00:00 AM
COM SCI 131     ,2014-11-13T10:00:00,2014-11-13T11:50:00,LEC 1,Enr: 131 of 174,131,174,n,,[],BOELTER ,  03400  ,COM SCI,TR     ,10:00:00,11:50:00,174,9/28/2020 12:00:00 AM
BIOENGR 110     ,2014-11-10T12:00:00,2014-11-10T13:50:00,LEC 1,Enr: 70 of 90,70,90,n,,[],BOELTER ,  03400  ,BIOENGR,MW     ,12:00:00,13:50:00,174,9/28/2020 12:00:00 AM
BIOENGR 110     ,2014-11-12T12:00:00,2014-11-12T13:50:00,LEC 1,Enr: 70 of 90,70,90,n,,[],BOELTER ,  03400  ,BIOENGR,MW     ,12:00:00,13:50:00,174,9/28/2020 12:00:00 AM
C&EE    M20     ,2014-11-11T12:00:00,2014-11-11T13:50:00,LEC 1,Enr: 118 of 118,118,118,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  03400  ,C&EE   ,T      ,12:00:00,13:50:00,174,9/28/2020 12:00:00 AM
C&EE    M20     ,2014-11-13T12:00:00,2014-11-13T13:50:00,DIS 1A,Enr: 118 of 118,118,118,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  03400  ,C&EE   ,R      ,12:00:00,13:50:00,174,9/28/2020 12:00:00 AM
MECH&AE 156A    ,2014-11-14T12:00:00,2014-11-14T13:50:00,DIS 1A,Enr: 96 of 92,96,92,n,,[],BOELTER ,  03400  ,MECH&AE,F      ,12:00:00,13:50:00,174,9/28/2020 12:00:00 AM
CH ENGR C128    ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 1A,Enr: 40 of 105,20,80,n,,[],BOELTER ,  03400  ,CH ENGR,F      ,14:00:00,14:50:00,174,9/28/2020 12:00:00 AM
COM SCI M146    ,2014-11-11T14:00:00,2014-11-11T15:50:00,LEC 2,Enr: 100 of 100,100,100,y,Multiple-Listed Class,"['Computer Science (COM SCI) M146 - Introduction to Machine Learning', 'Electrical and Computer Engineering (EC ENGR) M146 - Introduction to Machine Learning']",BOELTER ,  03400  ,COM SCI,TR     ,14:00:00,15:50:00,174,9/28/2020 12:00:00 AM
COM SCI M146    ,2014-11-13T14:00:00,2014-11-13T15:50:00,LEC 2,Enr: 100 of 100,100,100,y,Multiple-Listed Class,"['Computer Science (COM SCI) M146 - Introduction to Machine Learning', 'Electrical and Computer Engineering (EC ENGR) M146 - Introduction to Machine Learning']",BOELTER ,  03400  ,COM SCI,TR     ,14:00:00,15:50:00,174,9/28/2020 12:00:00 AM
MECH&AE 102     ,2014-11-10T14:00:00,2014-11-10T15:50:00,LEC 1,Enr: 110 of 110,110,110,n,,[],BOELTER ,  03400  ,MECH&AE,MW     ,14:00:00,15:50:00,174,9/28/2020 12:00:00 AM
MECH&AE 102     ,2014-11-12T14:00:00,2014-11-12T15:50:00,LEC 1,Enr: 110 of 110,110,110,n,,[],BOELTER ,  03400  ,MECH&AE,MW     ,14:00:00,15:50:00,174,9/28/2020 12:00:00 AM
COM SCI M51A    ,2014-11-10T16:00:00,2014-11-10T17:50:00,LEC 1,Enr: 57 of 77,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M51A - Logic Design of Digital Systems', 'Electrical and Computer Engineering (EC ENGR) M16 - Logic Design of Digital Systems']",BOELTER ,  03400  ,COM SCI,MW     ,16:00:00,17:50:00,174,9/28/2020 12:00:00 AM
COM SCI M51A    ,2014-11-12T16:00:00,2014-11-12T17:50:00,LEC 1,Enr: 57 of 77,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M51A - Logic Design of Digital Systems', 'Electrical and Computer Engineering (EC ENGR) M16 - Logic Design of Digital Systems']",BOELTER ,  03400  ,COM SCI,MW     ,16:00:00,17:50:00,174,9/28/2020 12:00:00 AM
COM SCI 201     ,2014-11-11T16:00:00,2014-11-11T17:50:00,SEM 1,Enr: 202 of 174,202,174,n,,[],BOELTER ,  03400  ,COM SCI,TR     ,16:00:00,17:50:00,174,9/28/2020 12:00:00 AM
COM SCI 201     ,2014-11-13T16:00:00,2014-11-13T17:50:00,SEM 1,Enr: 202 of 174,202,174,n,,[],BOELTER ,  03400  ,COM SCI,TR     ,16:00:00,17:50:00,174,9/28/2020 12:00:00 AM
MECH&AE 105D    ,2014-11-14T16:00:00,2014-11-14T17:50:00,DIS 1B,Enr: 58 of 65,58,65,n,,[],BOELTER ,  03400  ,MECH&AE,F      ,16:00:00,17:50:00,174,9/28/2020 12:00:00 AM
COM SCI C174C   ,2014-11-10T18:00:00,2014-11-10T19:50:00,LEC 1,Enr: 64 of 60,64,60,n,,[],BOELTER ,  03400  ,COM SCI,MW     ,18:00:00,19:50:00,174,9/28/2020 12:00:00 AM
COM SCI C174C   ,2014-11-12T18:00:00,2014-11-12T19:50:00,LEC 1,Enr: 64 of 60,64,60,n,,[],BOELTER ,  03400  ,COM SCI,MW     ,18:00:00,19:50:00,174,9/28/2020 12:00:00 AM
EC ENGR 101B    ,2014-11-11T18:00:00,2014-11-11T19:50:00,LEC 1,Enr: 104 of 125,104,125,n,,[],BOELTER ,  03400  ,EC ENGR,TR     ,18:00:00,19:50:00,174,9/28/2020 12:00:00 AM
EC ENGR 101B    ,2014-11-13T18:00:00,2014-11-13T19:50:00,LEC 1,Enr: 104 of 125,104,125,n,,[],BOELTER ,  03400  ,EC ENGR,TR     ,18:00:00,19:50:00,174,9/28/2020 12:00:00 AM
COM SCI M152A   ,2014-11-10T10:00:00,2014-11-10T11:50:00,LAB 1,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,10:00:00,11:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-12T10:00:00,2014-11-12T11:50:00,LAB 1,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,10:00:00,11:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-11T10:00:00,2014-11-11T11:50:00,LAB 5,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,10:00:00,11:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-13T10:00:00,2014-11-13T11:50:00,LAB 5,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,10:00:00,11:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-10T12:00:00,2014-11-10T13:50:00,LAB 2,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,12:00:00,13:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-12T12:00:00,2014-11-12T13:50:00,LAB 2,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,12:00:00,13:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-11T12:00:00,2014-11-11T13:50:00,LAB 6,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,12:00:00,13:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-13T12:00:00,2014-11-13T13:50:00,LAB 6,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,12:00:00,13:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-10T14:00:00,2014-11-10T15:50:00,LAB 3,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,14:00:00,15:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-12T14:00:00,2014-11-12T15:50:00,LAB 3,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,MW     ,14:00:00,15:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-11T14:00:00,2014-11-11T15:50:00,LAB 7,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,14:00:00,15:50:00,1,9/26/1991 12:00:00 AM
COM SCI M152A   ,2014-11-13T14:00:00,2014-11-13T15:50:00,LAB 7,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,COM SCI,TR     ,14:00:00,15:50:00,1,9/26/1991 12:00:00 AM
EC ENGR M116L   ,2014-11-10T16:00:00,2014-11-10T17:50:00,LAB 4,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,EC ENGR,MW     ,16:00:00,17:50:00,1,9/26/1991 12:00:00 AM
EC ENGR M116L   ,2014-11-12T16:00:00,2014-11-12T17:50:00,LAB 4,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,EC ENGR,MW     ,16:00:00,17:50:00,1,9/26/1991 12:00:00 AM
EC ENGR M116L   ,2014-11-11T16:00:00,2014-11-11T17:50:00,LAB 8,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,EC ENGR,TR     ,16:00:00,17:50:00,1,9/26/1991 12:00:00 AM
EC ENGR M116L   ,2014-11-13T16:00:00,2014-11-13T17:50:00,LAB 8,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M152A - Introductory Digital Design Laboratory', 'Electrical and Computer Engineering (EC ENGR) M116L - Introductory Digital Design Laboratory']",BOELTER ,  03428  ,EC ENGR,TR     ,16:00:00,17:50:00,1,9/26/1991 12:00:00 AM
COM SCI 152B    ,2014-11-10T12:00:00,2014-11-10T13:50:00,LAB 1,Enr: 25 of 25,25,25,n,,[],BOELTER ,  03436  ,COM SCI,MW     ,12:00:00,13:50:00,20,4/2/2007 12:00:00 AM
COM SCI 152B    ,2014-11-12T12:00:00,2014-11-12T13:50:00,LAB 1,Enr: 25 of 25,25,25,n,,[],BOELTER ,  03436  ,COM SCI,MW     ,12:00:00,13:50:00,20,4/2/2007 12:00:00 AM
COM SCI 152B    ,2014-11-14T12:00:00,2014-11-14T13:50:00,DIS 1A,Enr: 25 of 25,25,25,n,,[],BOELTER ,  03436  ,COM SCI,F      ,12:00:00,13:50:00,20,4/2/2007 12:00:00 AM
C&EE    M20     ,2014-11-13T08:00:00,2014-11-13T09:50:00,LAB G001,Enr: 31 of 30,31,30,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  03760  ,C&EE   ,R      ,08:00:00,09:50:00,28,9/26/1991 12:00:00 AM
C&EE    M20     ,2014-11-14T08:00:00,2014-11-14T09:50:00,LAB G002,Enr: 28 of 29,28,29,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  03760  ,C&EE   ,F      ,08:00:00,09:50:00,28,9/26/1991 12:00:00 AM
C&EE    M20     ,2014-11-14T10:00:00,2014-11-14T11:50:00,LAB G003,Enr: 29 of 29,29,29,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  03760  ,C&EE   ,F      ,10:00:00,11:50:00,28,9/26/1991 12:00:00 AM
CHEM    153A    ,2014-11-13T08:00:00,2014-11-13T08:50:00,DIS 1G,Enr: 8 of 29,8,29,n,,[],BOELTER ,  04283  ,CHEM   ,R      ,08:00:00,08:50:00,30,9/25/2001 12:00:00 AM
CHEM    153A    ,2014-11-14T08:00:00,2014-11-14T08:50:00,DIS 1J,Enr: 21 of 29,21,29,n,,[],BOELTER ,  04283  ,CHEM   ,F      ,08:00:00,08:50:00,30,9/25/2001 12:00:00 AM
CHEM    153B    ,2014-11-11T08:00:00,2014-11-11T08:50:00,DIS 1A,Enr: 25 of 0,25,0,n,,[],BOELTER ,  04283  ,CHEM   ,T      ,08:00:00,08:50:00,30,9/25/2001 12:00:00 AM
EC ENGR 100     ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1B,Enr: 27 of 27,27,27,n,,[],BOELTER ,  04283  ,EC ENGR,R      ,09:00:00,09:50:00,30,9/25/2001 12:00:00 AM
ENGR    112     ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1A,Enr: 12 of 22,12,22,n,,[],BOELTER ,  04283  ,ENGR   ,F      ,09:00:00,09:50:00,30,9/25/2001 12:00:00 AM
COM SCI M51A    ,2014-11-14T10:00:00,2014-11-14T11:50:00,DIS 1C,Enr: 11 of 25,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M51A - Logic Design of Digital Systems', 'Electrical and Computer Engineering (EC ENGR) M16 - Logic Design of Digital Systems']",BOELTER ,  04283  ,COM SCI,F      ,10:00:00,11:50:00,30,9/25/2001 12:00:00 AM
ENGR    183EW   ,2014-11-11T10:00:00,2014-11-11T12:50:00,DIS 1A,Enr: 21 of 0,21,0,n,,[],BOELTER ,  04283  ,ENGR   ,T      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
ENGR    183EW   ,2014-11-13T10:00:00,2014-11-13T12:50:00,DIS 1C,Enr: 23 of 0,23,0,n,,[],BOELTER ,  04283  ,ENGR   ,R      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
ENGR    183EW   ,2014-11-12T10:00:00,2014-11-12T12:50:00,DIS 1E,Enr: 20 of 0,20,0,n,,[],BOELTER ,  04283  ,ENGR   ,W      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
COM SCI M51A    ,2014-11-14T12:00:00,2014-11-14T13:50:00,DIS 1D,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M51A - Logic Design of Digital Systems', 'Electrical and Computer Engineering (EC ENGR) M16 - Logic Design of Digital Systems']",BOELTER ,  04283  ,COM SCI,F      ,12:00:00,13:50:00,30,9/25/2001 12:00:00 AM
ENGR    183EW   ,2014-11-11T13:00:00,2014-11-11T15:50:00,DIS 1B,Enr: 21 of 0,21,0,n,,[],BOELTER ,  04283  ,ENGR   ,T      ,13:00:00,15:50:00,30,9/25/2001 12:00:00 AM
ENGR    183EW   ,2014-11-13T13:00:00,2014-11-13T15:50:00,DIS 1D,Enr: 22 of 0,22,0,n,,[],BOELTER ,  04283  ,ENGR   ,R      ,13:00:00,15:50:00,30,9/25/2001 12:00:00 AM
PSYCH   120B    ,2014-11-12T13:00:00,2014-11-12T13:50:00,DIS 1E,Enr: 21 of 21,21,21,n,,[],BOELTER ,  04283  ,PSYCH  ,W      ,13:00:00,13:50:00,30,9/25/2001 12:00:00 AM
C&EE    125     ,2014-11-10T14:00:00,2014-11-10T15:50:00,LEC 2,Enr: 9 of 45,9,45,n,,[],BOELTER ,  04283  ,C&EE   ,MW     ,14:00:00,15:50:00,30,9/25/2001 12:00:00 AM
C&EE    125     ,2014-11-12T14:00:00,2014-11-12T15:50:00,LEC 2,Enr: 9 of 45,9,45,n,,[],BOELTER ,  04283  ,C&EE   ,MW     ,14:00:00,15:50:00,30,9/25/2001 12:00:00 AM
ENGR    110     ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 1F,Enr: 21 of 24,21,24,n,,[],BOELTER ,  04283  ,ENGR   ,F      ,14:00:00,14:50:00,30,9/25/2001 12:00:00 AM
COM SCI M148    ,2014-11-14T15:00:00,2014-11-14T15:50:00,DIS 1F,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M148 - Introduction to Data Science', 'Electrical and Computer Engineering (EC ENGR) M148 - Introduction to Data Science']",BOELTER ,  04283  ,COM SCI,F      ,15:00:00,15:50:00,30,9/25/2001 12:00:00 AM
BIOENGR 271     ,2014-11-11T16:00:00,2014-11-11T17:50:00,LEC 1,Enr: 29 of 30,29,30,n,,[],BOELTER ,  04283  ,BIOENGR,TR     ,16:00:00,17:50:00,30,9/25/2001 12:00:00 AM
BIOENGR 271     ,2014-11-13T16:00:00,2014-11-13T17:50:00,LEC 1,Enr: 29 of 30,29,30,n,,[],BOELTER ,  04283  ,BIOENGR,TR     ,16:00:00,17:50:00,30,9/25/2001 12:00:00 AM
MECH&AE 252P    ,2014-11-10T16:00:00,2014-11-10T17:50:00,LEC 1,Enr: 21 of 20,21,20,n,,[],BOELTER ,  04283  ,MECH&AE,MW     ,16:00:00,17:50:00,30,9/25/2001 12:00:00 AM
MECH&AE 252P    ,2014-11-12T16:00:00,2014-11-12T17:50:00,LEC 1,Enr: 21 of 20,21,20,n,,[],BOELTER ,  04283  ,MECH&AE,MW     ,16:00:00,17:50:00,30,9/25/2001 12:00:00 AM
C&EE    243B    ,2014-11-11T10:00:00,2014-11-11T11:50:00,DIS 1A,Enr: 36 of 50,36,50,n,,[],BOELTER ,  04404  ,C&EE   ,T      ,10:00:00,11:50:00,65,9/26/1991 12:00:00 AM
CH ENGR 108B    ,2014-11-14T12:00:00,2014-11-14T12:50:00,DIS 1A,Enr: 44 of 45,44,45,n,,[],BOELTER ,  04404  ,CH ENGR,F      ,12:00:00,12:50:00,65,9/26/1991 12:00:00 AM
CH ENGR 108B    ,2014-11-14T13:00:00,2014-11-14T13:50:00,DIS 1B,Enr: 32 of 45,32,45,n,,[],BOELTER ,  04404  ,CH ENGR,F      ,13:00:00,13:50:00,65,9/26/1991 12:00:00 AM
C&EE    M20     ,2014-11-14T14:00:00,2014-11-14T15:50:00,LAB G004,Enr: 30 of 30,30,30,y,Multiple-Listed Class,"['Civil and Environmental Engineering (C&EE) M20 - Introduction to Computer Programming with MATLAB', 'Mechanical and Aerospace Engineering (MECH&AE) M20 - Introduction to Computer Programming with MATLAB']",BOELTER ,  04404  ,C&EE   ,F      ,14:00:00,15:50:00,65,9/26/1991 12:00:00 AM
C&EE    103     ,2014-11-13T14:00:00,2014-11-13T15:50:00,DIS 1A,Enr: 58 of 56,58,56,n,,[],BOELTER ,  04404  ,C&EE   ,R      ,14:00:00,15:50:00,65,9/26/1991 12:00:00 AM
MECH&AE 94      ,2014-11-11T14:00:00,2014-11-11T15:50:00,LAB 1A,Enr: 52 of 50,52,50,n,,[],BOELTER ,  04404  ,MECH&AE,TW     ,14:00:00,15:50:00,65,9/26/1991 12:00:00 AM
MECH&AE 94      ,2014-11-12T14:00:00,2014-11-12T15:50:00,LAB 1A,Enr: 52 of 50,52,50,n,,[],BOELTER ,  04404  ,MECH&AE,TW     ,14:00:00,15:50:00,65,9/26/1991 12:00:00 AM
BIOENGR CM186   ,2014-11-14T16:00:00,2014-11-14T17:50:00,LAB 1A,Enr: 12 of 13,6,7,y,Multiple-Listed Class,"['Bioengineering (BIOENGR) CM186 - Computational Systems Biology: Modeling and Simulation of Biological Systems', 'Computational and Systems Biology (C&S BIO) M186 - Computational Systems Biology: Modeling and Simulation of Biological Systems', 'Computer Science (COM SCI) CM186 - Computational Systems Biology: Modeling and Simulation of Biological Systems', 'Ecology and Evolutionary Biology (EE BIOL) M178 - Computational Systems Biology: Modeling and Simulation of Biological Systems']",BOELTER ,  04404  ,BIOENGR,F      ,16:00:00,17:50:00,65,9/26/1991 12:00:00 AM
C&EE    103     ,2014-11-13T16:00:00,2014-11-13T17:50:00,DIS 1B,Enr: 51 of 51,51,51,n,,[],BOELTER ,  04404  ,C&EE   ,R      ,16:00:00,17:50:00,65,9/26/1991 12:00:00 AM
MECH&AE 94      ,2014-11-10T16:00:00,2014-11-10T17:50:00,LAB 1B,Enr: 30 of 30,30,30,n,,[],BOELTER ,  04404  ,MECH&AE,MW     ,16:00:00,17:50:00,65,9/26/1991 12:00:00 AM
MECH&AE 94      ,2014-11-12T16:00:00,2014-11-12T17:50:00,LAB 1B,Enr: 30 of 30,30,30,n,,[],BOELTER ,  04404  ,MECH&AE,MW     ,16:00:00,17:50:00,65,9/26/1991 12:00:00 AM
CHEM    153A    ,2014-11-11T08:00:00,2014-11-11T08:50:00,DIS 2A,Enr: 21 of 30,21,30,n,,[],BOELTER ,  04413  ,CHEM   ,T      ,08:00:00,08:50:00,30,9/25/2001 12:00:00 AM
CHEM    30A     ,2014-11-11T09:00:00,2014-11-11T09:50:00,DIS 1A,Enr: 26 of 27,26,27,n,,[],BOELTER ,  04413  ,CHEM   ,T      ,09:00:00,09:50:00,30,9/25/2001 12:00:00 AM
CHEM    30C     ,2014-11-13T09:00:00,2014-11-13T09:50:00,DIS 1G,Enr: 0 of 0,0,0,n,,[],BOELTER ,  04413  ,CHEM   ,R      ,09:00:00,09:50:00,30,9/25/2001 12:00:00 AM
ENGR    110     ,2014-11-14T09:00:00,2014-11-14T09:50:00,DIS 1A,Enr: 22 of 24,22,24,n,,[],BOELTER ,  04413  ,ENGR   ,F      ,09:00:00,09:50:00,30,9/25/2001 12:00:00 AM
BIOENGR 176     ,2014-11-14T10:00:00,2014-11-14T11:50:00,DIS 1C,Enr: 26 of 25,26,25,n,,[],BOELTER ,  04413  ,BIOENGR,F      ,10:00:00,11:50:00,30,9/25/2001 12:00:00 AM
ENGR    188EW   ,2014-11-11T10:00:00,2014-11-11T12:50:00,DIS 1A,Enr: 22 of 0,22,0,n,,[],BOELTER ,  04413  ,ENGR   ,T      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
ENGR    188EW   ,2014-11-13T10:00:00,2014-11-13T12:50:00,DIS 1C,Enr: 23 of 0,23,0,n,,[],BOELTER ,  04413  ,ENGR   ,R      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
ENGR    188EW   ,2014-11-12T10:00:00,2014-11-12T12:50:00,DIS 1E,Enr: 23 of 0,23,0,n,,[],BOELTER ,  04413  ,ENGR   ,W      ,10:00:00,12:50:00,30,9/25/2001 12:00:00 AM
PSYCH   130     ,2014-11-10T11:00:00,2014-11-10T11:50:00,DIS 1C,Enr: 25 of 25,25,25,n,,[],BOELTER ,  04413  ,PSYCH  ,M      ,11:00:00,11:50:00,30,9/25/2001 12:00:00 AM
PSYCH   130     ,2014-11-10T12:00:00,2014-11-10T12:50:00,DIS 1D,Enr: 26 of 25,26,25,n,,[],BOELTER ,  04413  ,PSYCH  ,M      ,12:00:00,12:50:00,30,9/25/2001 12:00:00 AM
EC ENGR 102     ,2014-11-10T13:00:00,2014-11-10T13:50:00,DIS 1A,Enr: 29 of 29,29,29,n,,[],BOELTER ,  04413  ,EC ENGR,M      ,13:00:00,13:50:00,30,9/25/2001 12:00:00 AM
EC ENGR 163DB   ,2014-11-12T13:00:00,2014-11-12T13:50:00,LEC 1,Enr: 29 of 29,29,29,n,,[],BOELTER ,  04413  ,EC ENGR,W      ,13:00:00,13:50:00,30,9/25/2001 12:00:00 AM
ENGR    188EW   ,2014-11-11T13:00:00,2014-11-11T15:50:00,DIS 1B,Enr: 22 of 0,22,0,n,,[],BOELTER ,  04413  ,ENGR   ,T      ,13:00:00,15:50:00,30,9/25/2001 12:00:00 AM
ENGR    188EW   ,2014-11-13T13:00:00,2014-11-13T15:50:00,DIS 1D,Enr: 20 of 0,20,0,n,,[],BOELTER ,  04413  ,ENGR   ,R      ,13:00:00,15:50:00,30,9/25/2001 12:00:00 AM
COM SCI M148    ,2014-11-14T14:00:00,2014-11-14T14:50:00,DIS 1E,Enr: 0 of 0,0,0,y,Multiple-Listed Class,"['Computer Science (COM SCI) M148 - Introduction to Data Science', 'Electrical and Computer Engineering (EC ENGR) M148 - Introduction to Data Science']",BOELTER ,  04413  ,COM SCI,F      ,14:00:00,14:50:00,30,9/25/2001 12:00:00 AM
